time,x,y,z
1701672364149,0.045066833,-0.19613075,0.044347942
1701672364188,0.09489632,0.060122013,-0.23592809
1701672364229,-0.054657936,-0.33184052,0.11605567
1701672364270,-0.25933647,0.20124006,0.06083274
1701672364310,-0.26203585,-0.055449963,0.04855746
1701672364350,-0.23268127,-0.012835979,0.2721268
1701672364398,-0.19850159,0.003394127,0.17460036
1701672364432,-0.1522274,0.2940755,-0.047367036
1701672364473,0.052110672,0.099140644,0.14350665
1701672364513,0.06944847,0.43117857,0.15738058
1701672364553,0.057351112,0.23261833,0.15939862
1701672364595,0.002776146,-0.10598707,0.25580496
1701672364638,-0.06122303,0.3194232,0.11113635
1701672364677,0.06274128,-0.0038437843,-0.07731843
1701672364715,0.0026445389,-0.5971947,0.082740635
1701672364758,-0.03841877,0.19616795,-0.0032597482
1701672364796,0.008159637,-0.011982918,0.19327185
1701672364837,0.113375664,0.5059309,0.30219465
1701672364877,-0.17927933,0.119808674,0.25131205
1701672364921,0.12107849,-0.006213665,-0.11757925
1701672364959,0.091407776,-0.30792522,-0.1320007
1701672365001,-0.039642334,-0.11939001,-0.087172285
1701672365039,0.15760422,-0.044374466,-0.05353129
1701672365081,0.15811443,-0.010272026,0.12121414
1701672365120,0.08333874,0.06255674,2.515316E-5
1701672365163,0.043712616,-0.03316641,0.058767706
1701672365202,0.04097271,-0.15595007,0.058853418
1701672365241,0.076797485,-0.23066044,-0.0018564463
1701672365283,0.015388489,0.15096807,-0.045416594
1701672365322,0.08217335,0.3356614,0.13703148
1701672365363,-0.01789093,0.09878969,0.05574581
1701672365403,-0.06519508,-0.5291314,0.087002486
1701672365449,-0.0842247,0.12986135,0.18789567
1701672365485,0.13907051,0.113891125,-0.039678022
1701672365525,-0.030576706,0.12262821,0.13188195
1701672365568,-0.061751366,-0.020313263,0.025207028
1701672365606,-0.028452873,-0.18890524,0.11544016
1701672365651,-0.019144058,-0.0044283867,-0.004184101
1701672365692,-0.10615635,-0.028755188,0.061964117
1701672365728,-0.11727238,-0.14901114,0.05661471
1701672365770,-0.047039032,-0.072152615,0.1257566
1701672365810,-0.13127232,-0.03630638,0.045701116
1701672365851,-0.32858658,0.15662551,-0.045577615
1701672365891,-0.080430984,-0.09721327,0.04815504
1701672365931,0.25854683,-0.18705392,-0.026217937
1701672365975,0.36927986,0.3453374,0.1044085
1701672366011,0.19233322,0.6954124,0.33292973
1701672366053,-0.01743412,0.06905317,0.109903574
1701672366093,-0.019867897,-0.7677686,-0.08611983
1701672366134,0.02619648,-0.34134483,-0.044751108
1701672366174,-4.377365E-4,0.32607126,0.10869411
1701672366215,0.004047394,0.45523763,0.22915462
1701672366254,-0.09847355,-0.14050531,0.034031093
1701672366303,-0.24878979,-0.4053483,-0.08362031
1701672366336,-0.13796806,-0.15028238,-0.009421647
1701672366376,0.04109001,0.19652462,0.204256
1701672366417,-0.022362709,-0.21098137,0.05619055
1701672366457,0.070960045,0.11658406,0.023352802
1701672366508,-5.6168184,3.3317308,-0.4436244
1701672366538,1.6091948,0.85549414,-0.3674519
1701672366578,0.7141104,-0.8893299,0.11172369
1701672366618,-0.10720062,-0.8922415,0.1422849
1701672366662,-0.51275253,-0.5250547,0.040966988
1701672366706,0.5098047,1.3879492,-0.3439967
1701672366740,0.60224533,-0.66877747,0.34405866
1701672366784,-0.19294643,-0.10851741,0.17967361
1701672366822,0.27803707,-0.39387608,-0.12255511
1701672366863,-0.11291981,0.42201424,0.7414222
1701672366903,0.0724144,-3.193092,-1.4448063
1701672366944,-0.2866478,1.7349832,-1.3996817
1701672366986,0.24829292,-1.1203964,1.2569788
1701672367029,0.14745712,0.51669216,-0.22635093
1701672367066,0.25756264,-0.17035222,-0.1668534
1701672367118,0.38773727,0.20953679,-0.3919185
1701672367146,-0.22363281,0.21188664,0.076039866
1701672367186,0.9101448,-2.0915418,1.295141
1701672367228,1.7892265,0.41286135,-0.12169949
1701672367267,1.5745859,-0.9777026,0.6311637
1701672367308,1.8611994,0.13253307,-0.78144556
1701672367348,1.0087595,0.03255081,-0.36580634
1701672367389,0.939106,0.6143615,0.49671942
1701672367430,0.9520178,0.58705735,0.5526744
1701672367470,0.6295471,0.60199714,0.1641556
1701672367512,1.0418348,0.23019075,0.5874475
1701672367554,0.62320614,0.8889308,-0.031784832
1701672367592,-0.065963745,1.257741,-0.050800264
1701672367633,-0.5610013,0.22970581,0.23869568
1701672367676,-1.5663719,0.46436214,-0.015368581
1701672367716,-1.8210306,0.5519686,-0.33429432
1701672367756,-1.6082125,0.4410143,-0.32980907
1701672367796,-1.3188334,0.28733683,0.09303355
1701672367834,-0.5612683,-0.10403299,0.035517216
1701672367876,-0.058230877,-0.17847586,-0.24048924
1701672367918,0.2255559,-0.06263018,-0.2116195
1701672367957,0.15268469,0.09536362,-0.1586715
1701672367998,0.1577959,0.14433813,-0.11831921
1701672368038,0.017493248,0.0046811104,0.1414234
1701672368082,-0.047585964,-0.27062798,0.44260985
1701672368119,-0.2383213,-0.07400894,0.23094845
1701672368158,-0.5472317,0.10190487,-0.071153104
1701672368200,-0.5327325,-0.052320957,-0.1699208
1701672368241,-0.4111352,-0.3369422,-0.16607487
1701672368283,-0.16910648,-0.46277475,-0.070834875
1701672368322,-0.0560565,-0.4953184,-0.08019972
1701672368362,-0.041222095,-0.15070677,-0.14347857
1701672368402,-0.031610012,0.11876297,-0.24958873
1701672368443,0.097127914,0.42006254,-0.21927804
1701672368484,0.31306887,0.3563242,-0.15649652
1701672368523,0.13949299,0.4001112,0.017702997
1701672368564,0.22018099,0.009092808,0.33759248
1701672368608,0.46589518,-0.20717382,0.44348758
1701672368645,0.4808693,-0.055407524,0.30391052
1701672368689,0.3058033,0.14850426,0.16311318
1701672368730,0.07178068,0.26356554,0.09502691
1701672368767,-0.08355188,0.58452606,-0.09012288
1701672368811,-0.3213458,0.4835477,-0.15242398
1701672368849,-0.06378937,-0.13983297,0.106737584
1701672368888,0.24456549,-0.34470463,0.003992319
1701672368929,0.020334244,-0.30822992,-0.15180913
1701672368970,-0.45763922,-0.094135284,-0.4644568
1701672369012,-0.9392762,0.30640745,-0.006763637
1701672369050,-1.1473417,0.10308361,0.59699327
1701672369107,-1.1902561,-0.14793444,0.6646565
1701672369135,-0.9284377,-0.055881023,0.3524725
1701672369172,-0.44695807,-0.326365,0.24692127
1701672369213,-0.20510817,-0.9978318,-0.5627591
1701672369252,0.46627808,-0.7531142,-0.87788403
1701672369300,0.7697191,-0.1551714,-0.661168
1701672369335,0.924654,-0.22949505,-0.36434153
1701672369374,0.5639105,0.7551546,-0.2917177
1701672369416,0.5521183,0.44196796,-0.014971852
1701672369456,0.44782734,0.49512815,0.11577368
1701672369502,0.53693295,-0.14996004,0.42003855
1701672369537,0.34473515,0.1314373,0.16909492
1701672369578,0.08596134,0.16692019,-0.110648215
1701672369617,0.20593262,0.23345804,0.15008122
1701672369661,0.9811506,-0.6181388,0.71899587
1701672369714,0.071043015,-0.40088558,0.57612693
1701672369741,0.045604706,-0.28249407,0.22337282
1701672369779,0.04498005,0.16263342,-0.122185946
1701672369822,0.09418011,0.3353057,-0.039652407
1701672369862,-0.07395935,-0.057466984,0.019132376
1701672369902,-0.0314188,-0.2974701,-0.15461189
1701672369943,-0.06356144,-0.2142744,0.15334111
1701672369984,-0.19890118,-0.23639917,-0.21012598
1701672370023,0.13204956,-0.11468601,0.08257985
1701672370064,0.21505737,0.048584938,0.11599094
1701672370105,0.14776993,0.106455326,0.107459664
1701672370144,0.023515701,-0.037064075,0.13011354
1701672370187,-0.046509743,0.067587376,0.09050852
1701672370226,0.06213188,0.071062565,0.13014168
1701672370267,0.03613186,-0.11746836,-0.10745394
1701672370307,0.15597343,0.10043669,0.022067785
1701672370348,-0.030900955,0.07806444,0.21133167
1701672370388,-0.034453392,0.011510849,0.018343508
1701672370429,0.013087273,-0.06615925,0.028188646
1701672370467,0.005583763,-0.15882254,-0.016559958
1701672370509,-0.002714157,0.08547735,0.08464825
1701672370552,-0.01979351,0.015736103,0.1160025
1701672370591,0.021549225,0.072552204,-0.068703294
1701672370630,0.039517403,-0.06966591,0.09935802
1701672370672,0.043423653,0.0013275146,0.016102552
1701672370718,0.066046715,0.11867571,0.110090435
1701672370754,-0.030378342,0.20143223,0.12552279
1701672370793,-0.15646553,0.041628838,0.14463848
1701672370836,-0.02959919,-0.009672165,0.10678959
1701672370874,-0.023218155,-0.061468124,0.049581647
1701672370918,0.045410156,-0.042945385,0.104800224
1701672370954,0.004951477,0.1006732,0.07949185
1701672370996,-0.068878174,-0.23268318,-0.021227002
1701672371037,-0.084801674,-0.05230379,0.04863739
1701672371077,-0.1266346,-0.31610346,0.004338503
1701672371117,0.0045728683,0.13282442,0.08108342
1701672371158,0.05151272,-0.0039007664,0.20973206
1701672371198,0.16270924,0.16324544,0.2801894
1701672371242,0.06848526,-0.29749393,0.17172146
1701672371279,-0.08689785,0.12270069,0.27692258
1701672371318,0.008058548,0.26815248,-0.0053817034
1701672371360,-0.04006958,-0.26869488,-0.47853637
1701672371401,0.118608475,-0.2562263,-0.17586672
1701672371442,-0.0029201508,-0.35781837,0.04714358
1701672371482,-0.14015293,0.23820114,0.30765712
1701672371524,0.046312332,-0.073262215,-0.15882146
1701672371563,-8.657131,-0.117138386,4.527498
1701672371602,4.5866823,0.4811554,-2.5890222
1701672371644,2.1654587,-0.3919344,1.8998058
1701672371684,0.11362648,-0.66523194,0.66970134
1701672371728,-3.5260177,-0.9971857,0.7194355
1701672371770,0.51910686,0.53917956,-0.22590089
1701672371805,1.5271482,0.064340115,-1.808423
1701672371849,0.39855576,0.3458662,0.35509807
1701672371886,0.7566118,0.05660391,-4.720688E-4
1701672371926,0.5933294,-0.755739,0.88557917
1701672371971,0.019955635,-0.40334058,0.17747515
1701672372009,0.02099514,0.72628915,0.037683427
1701672372049,-1.186512,-0.031377316,0.19097084
1701672372102,-0.6629057,0.2419672,-0.17848194
1701672372132,-0.96831894,0.0675838,-1.0183946
1701672372169,-0.56330776,0.39242125,0.026183426
1701672372211,-0.44016838,0.16746688,0.06812894
1701672372252,-0.059123993,-0.3417523,-0.40774935
1701672372313,0.4295473,0.21311784,-0.11440098
1701672372345,0.2869768,-0.22669244,0.539214
1701672372373,0.53564835,0.9356786,0.3732975
1701672372412,-0.00593853,-0.44397283,0.53149927
1701672372453,-0.103648186,1.2574923,0.22602814
1701672372500,0.17099285,-0.23270154,-0.26361114
1701672372536,-0.29722786,-1.1118281,-0.29152977
1701672372575,0.3305359,-0.16768003,-0.19082755
1701672372618,-0.100631714,-0.04700637,0.2599936
1701672372656,0.4057417,0.7949784,-0.07670665
1701672372701,-0.1584959,0.6647203,-0.25790375
1701672372741,0.694643,-0.63678384,0.057486176
1701672372782,0.64851093,-0.994035,0.1947935
1701672372822,2.5960722,0.05237961,-0.06415659
1701672372862,-1.2019844,0.1636815,0.048795998
1701672372900,-0.3033085,0.7702596,0.17826611
1701672372940,-0.9149294,0.82817006,-0.18246984
1701672372981,-0.8839855,-1.3125756,-0.0054493546
1701672373022,-0.18222809,-1.520865,0.07423818
1701672373062,-0.09126282,0.5590565,-0.49036884
1701672373103,0.2418232,-0.13913059,-0.23465228
1701672373143,0.55104065,-0.07650304,-0.5883263
1701672373184,-0.05698204,0.47207355,-0.6321695
1701672373224,-0.092196465,0.19087434,0.0059627295
1701672373264,-0.33798218,-0.29184103,1.1682457
1701672373305,-0.050312042,0.21151137,0.5568672
1701672373349,-0.24359703,0.003827095,0.2875476
1701672373385,-0.3266678,0.2225883,-0.2736429
1701672373427,-0.07016659,0.16139317,-0.16552651
1701672373468,0.15904331,0.26690316,-0.038291454
1701672373507,0.20717907,0.24134636,0.2620976
1701672373552,-0.083138466,0.12584782,0.58463794
1701672373589,0.024829865,-0.01739335,0.2190671
1701672373629,0.10011196,-0.016462326,-0.17044652
1701672373669,0.04509926,0.062287092,-0.2966547
1701672373710,0.24158573,0.051540375,-0.15179276
1701672373753,0.1916647,-0.20142078,0.113987684
1701672373792,-0.035308838,0.18557882,0.083575845
1701672373831,-0.072891235,0.08082986,-0.01317966
1701672373876,-0.14085293,0.1613164,0.012595892
1701672373912,-0.18919468,0.004820347,0.077189684
1701672373952,0.01871109,-0.03648305,-0.09795189
1701672373993,-0.044683456,0.28511596,0.13597083
1701672374039,-0.20983982,-0.28818798,0.28771144
1701672374074,-0.026626587,0.47354078,0.24015468
1701672374114,-0.119540215,0.4761839,0.08311725
1701672374154,0.39878178,0.01996994,-0.123479486
1701672374196,-0.17019558,-0.9197426,-0.49451005
1701672374237,-0.14312458,-0.14353514,-0.03138256
1701672374277,0.23804092,0.33303142,0.3964454
1701672374321,0.3472414,0.20829034,0.13144112
1701672374358,0.022619247,0.28581524,0.07188141
1701672374403,-0.16828823,-0.10910869,0.04767549
1701672374439,-0.083272934,-0.2766397,0.1612041
1701672374479,-0.4034872,0.13484621,0.4142959
1701672374519,-1.0456381,-0.25070333,-0.13458276
1701672374560,0.82612324,-2.8392627,5.6134806
1701672374605,1.1849833,-6.415103,-2.0787745
1701672374641,0.8402834,0.43065214,-1.0946333
1701672374684,0.5255604,-1.6327064,2.259645
1701672374722,-1.9792719,-0.07484269,-0.830843
1701672374767,0.06868839,-0.374238,0.14224541
1701672374807,0.07446957,-0.34743428,-1.5639241
1701672374845,0.5395689,0.51962984,0.4118836
1701672374886,0.90102863,0.31473875,0.68444437
1701672374934,0.11980057,0.5484959,-0.18876374
1701672374966,0.17275238,-0.18501878,0.106270015
1701672375006,1.1350756,-0.9106002,-0.012160242
1701672375048,0.24618149,0.06268716,0.16019905
1701672375102,-0.1882019,-0.06021166,0.234608
1701672375129,-0.1251297,0.022277355,0.33071524
1701672375168,-0.17264462,-0.0076725483,0.033937573
1701672375211,-0.6397362,-0.17419553,-0.46786147
1701672375250,-0.506732,0.0987792,0.3719332
1701672375296,-0.8207121,0.02346325,-0.6874282
1701672375330,-0.4590702,0.20797253,-1.0824444
1701672375370,-0.069021225,0.20769548,-0.39947802
1701672375411,0.13221169,-0.9336977,0.61667144
1701672375455,0.4358492,0.75244844,-0.103521645
1701672375499,0.42863274,-0.15024686,0.23070091
1701672375534,0.6270809,-0.21434808,0.75039077
1701672375574,0.18283749,1.9053234,-0.67260736
1701672375615,-0.1040411,-0.19841552,0.742173
1701672375656,-0.16579342,-0.38936162,0.6245727
1701672375696,0.8288698,1.9086491,-0.0022721887
1701672375736,0.6498203,0.5211693,-0.86037564
1701672375780,0.8531532,-0.6729171,-0.28185463
1701672375819,-0.98298645,-0.8383665,-0.1316647
1701672375856,2.3759413,-0.18304014,0.8613043
1701672375902,-2.555169,-0.023493767,0.23293555
1701672375938,-0.34697056,0.045548916,0.56057
1701672375987,-0.42031097,-0.099155426,-0.68252105
1701672376021,-0.53255844,0.18352294,-0.51178163
1701672376060,-0.37531853,-0.12993264,-0.18515903
1701672376111,-0.2503538,0.34212708,-0.86453843
1701672376142,-0.14868641,-0.037876606,-0.25617766
1701672376183,-0.18306446,-0.16408181,0.3044665
1701672376221,-0.19278336,-0.14318275,0.19655597
1701672376262,-0.01794529,-0.0786612,0.5972166
1701672376302,0.008972168,0.18353057,0.3684609
1701672376344,0.07621765,0.45692277,0.052107215
1701672376386,0.19619274,0.3931744,-0.42414457
1701672376426,0.12546253,0.1492927,0.15858269
1701672376465,0.085430145,0.0038955212,0.13435519
1701672376509,0.2210598,-0.016946316,-0.06546688
1701672376545,0.087120056,0.17196488,-0.14315271
1701672376586,-0.010604858,0.02527237,-0.1262312
1701672376627,0.07212734,-0.021795034,0.11200422
1701672376668,0.039722443,0.14296126,-0.0048651695
1701672376709,0.05098152,0.013247728,0.041609287
1701672376751,-0.035692215,-0.035465717,-0.028663397
1701672376791,-0.18089008,-0.07484245,-0.08862406
1701672376834,-0.07326412,0.060553312,-0.11358875
1701672376871,-0.033097267,-0.10634446,0.031456053
1701672376912,0.014353752,0.32874537,-0.026034176
1701672376951,0.024621964,0.38243818,0.2344765
1701672376992,0.03686142,0.32778764,0.44168317
1701672377040,-0.19091702,0.060875177,0.15316051
1701672377072,-0.22162056,-0.026777744,0.0622108
1701672377113,0.3463745,0.07103515,-0.05453384
1701672377154,-0.08632851,-0.27378893,-0.08550531
1701672377193,-0.03372097,-0.2114954,-0.137012
1701672377238,-0.062348366,-0.012081146,-0.19763017
1701672377275,0.08646011,-0.47214794,0.0036395788
1701672377317,-0.07826519,3.077984E-4,0.1733439
1701672377357,-0.19103241,0.10841036,-0.012239575
1701672377396,-0.21057034,0.24546123,-0.11484754
1701672377437,0.23249054,0.06450963,-0.36666596
1701672377479,0.30618477,0.22569036,-0.15848923
1701672377518,0.122909546,-0.47379446,0.042337537
1701672377564,-0.14650726,0.30470634,-0.0729574
1701672377600,0.22736263,0.4280001,0.07101691
1701672377641,-0.21674633,-0.11808324,0.021515131
1701672377682,0.28142834,0.07071066,-0.016920686
1701672377721,0.15873432,-0.16904783,-0.14115179
1701672377763,0.11995506,-0.020827055,-0.024016023
1701672377805,0.23040676,-0.10056043,0.04619181
1701672377844,0.13675213,0.67264354,0.038401842
1701672377884,0.114151955,-0.48928595,-0.03539896
1701672377926,0.1401596,0.6159432,0.06066692
1701672377965,-0.20307827,-0.06346321,0.033985138
1701672378005,-9.899139E-4,0.25334883,-0.21001041
1701672378046,0.45710468,0.22938561,-0.002991438
1701672378092,0.08888626,-0.22486806,-0.1197145
1701672378125,-0.09745884,-1.4083538,-0.34660947
1701672378167,-0.6335802,-0.33728004,-0.33753347
1701672378207,0.04097271,-0.70306563,-0.31057477
1701672378248,0.0021028519,1.0964248,0.4985234
1701672378290,-0.75199413,0.6287873,0.045545816
1701672378330,0.3471508,0.3017875,-0.3602876
1701672378369,-0.21755028,0.19291973,0.33842546
1701672378411,-0.24629307,-0.018241644,-0.16460174
1701672378451,0.3683567,-0.91148186,-0.024377644
1701672378495,-0.3519392,1.2191501,-0.06374836
1701672378531,-0.0989933,1.582561,0.14247143
1701672378572,-0.2214899,-0.23371577,0.5691296
1701672378616,-0.0023832321,-0.18078947,-0.02067107
1701672378654,-0.12567997,-0.39962673,-0.4380176
1701672378705,0.07533169,0.022477627,-0.19341129
1701672378733,-0.13572025,0.31240964,0.06986821
1701672378774,0.001619339,-0.36273324,0.01823908
1701672378820,0.13875866,-0.52152157,-0.19760668
1701672378861,-0.0965662,-0.030492544,0.0024361014
1701672378896,0.027460098,-0.30333114,-0.29889846
1701672378940,0.04916668,0.004191518,0.20820206
1701672378977,-0.08572006,0.06718075,-0.038651705
1701672379017,0.031503677,-0.16155517,-0.11191356
1701672379058,0.21546555,0.07719946,-0.012248397
1701672379100,-0.07503319,0.01688981,-0.17240739
1701672379142,0.31181622,0.461092,0.24018306
1701672379180,0.10852432,-0.4530046,-0.11957908
1701672379220,0.058776855,-0.2622534,0.07905328
1701672379262,0.2747593,0.20460308,0.022387803
1701672379303,0.18333149,-0.1475259,-0.09811461
1701672379343,-0.3787651,0.11494899,-0.31532216
1701672379382,0.2841978,0.3176751,0.13178378
1701672379423,-0.40603828,-0.104213476,-0.28543842
1701672379463,0.53295994,0.042640924,0.13263983
1701672379504,-0.41541862,-0.2373941,-0.30274558
1701672379545,0.022099495,-0.21941972,0.23096144
1701672379585,0.30245876,0.8590878,0.46662703
1701672379628,0.1802206,-0.3885026,-0.08850145
1701672379671,0.29194832,1.1548688,-0.19852847
1701672379705,-0.3320074,-1.8631871,-0.12759429
1701672379746,-0.64743614,-0.23061013,-0.07166749
1701672379788,-0.25335884,-0.55594707,-0.55772215
1701672379832,0.31555843,0.43391955,-0.19254172
1701672379872,0.35053158,0.5065651,0.60236996
1701672379909,0.85934544,0.5190724,0.9564915
1701672379952,0.30713272,0.12598181,0.35133174
